field1,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,MonthlyPerPerson,isOld,Probability,My Prediction,error
13613,0.051214369,53,0,0.17870918,11666,13,0,1,0,4,0,2333.2,0,0.01119,0,TN
13619,0.3667996570000001,39,0,0.488437281,2853,7,0,2,0,2,0,951.0,0,0.03488,0,TN
13625,0.10408155300000001,62,1,0.834481226,4500,11,0,2,0,0,0,4500.0,0,0.03882,0,TN
13629,0.3466533470000001,35,0,0.288487738,2935,5,0,0,0,0,0,2935.0,0,0.0217,0,TN
13631,1.016959419,50,2,1912.0,0,3,0,2,0,0,0,0.0,0,0.2858,0,TN
13637,0.054989002,46,0,0.50926872,6850,7,0,1,0,1,0,3425.0,0,0.01092,0,TN
13639,0.287092823,52,0,0.214522135,4833,6,0,0,0,2,0,1611.0,0,0.02128,0,TN
13646,0.9003235209999999,37,0,1.114221445,4000,14,0,1,0,1,0,2000.0,0,0.1483,0,TN
13653,0.0,56,0,0.0,1912,3,0,0,0,0,0,1912.0,0,0.007759999999999999,0,TN
13656,0.01475941,36,0,0.229083347,6250,5,0,0,0,0,0,6250.0,0,0.00997,0,TN
13657,0.38951578299999995,45,0,3315.0,0,8,0,1,0,0,0,0.0,0,0.00959,0,TN
13659,0.25207231399999996,55,0,0.149057592,19099,13,0,1,0,0,0,19099.0,0,0.0112,0,TN
13661,0.46525312,49,1,0.594604792,5300,10,1,1,0,3,1,1325.0,0,0.22131,0,FN
13666,0.084343921,40,0,0.620941892,12166,10,0,5,0,3,0,3041.5,0,0.06386,0,TN
13669,1.016997167,37,2,0.126845992,7583,5,2,1,2,3,1,1895.75,0,0.54807,1,TP
13670,10209.0,65,0,0.268666557,12133,6,0,3,0,0,0,12133.0,0,0.04465,0,TN
13671,0.0,37,0,0.02304323,5250,4,1,0,0,1,0,2625.0,0,0.16902,0,TN
13684,0.052907265,68,0,6783.0,0,14,0,2,0,0,0,0.0,0,0.00447,0,TN
13686,0.307138572,28,0,0.21516754899999999,1700,2,0,0,0,0,0,1700.0,0,0.02065,0,TN
13691,0.065048617,45,0,0.24578670600000002,7416,7,0,2,0,2,0,2472.0,0,0.0075,0,TN
13693,0.0,75,0,0.732484076,2825,9,0,2,0,0,0,2825.0,0,0.01302,0,TN
13695,1.136439268,47,1,0.084775087,6935,4,0,1,0,1,1,3467.5,0,0.38671,0,FN
13706,0.057868077000000004,39,0,0.021294215,8452,5,0,0,0,1,0,4226.0,0,0.00968,0,TN
13708,0.919670014,58,1,0.455904335,6689,10,0,1,0,0,0,6689.0,0,0.15284,0,TN
13721,0.029611479,42,0,0.147205866,9000,17,0,1,0,1,0,4500.0,0,0.02199,0,TN
13724,0.9999998999999999,56,0,0.0,3800,1,0,0,0,0,0,3800.0,0,0.07686,0,TN
13726,0.15115576,41,0,3029.0,0,7,0,1,0,0,0,0.0,0,0.007890000000000001,0,TN
13729,0.9999998999999999,23,0,0.003322259,300,1,0,0,0,0,0,300.0,0,0.07045,0,TN
13735,0.013805856000000002,44,0,767.0,0,12,0,1,0,0,0,0.0,0,0.01874,0,TN
13741,0.34988250600000004,36,0,0.7612844590000001,3300,7,0,2,0,1,0,1650.0,0,0.03127,0,TN
13742,0.002429741,52,0,0.106927076,14233,6,0,1,0,0,0,14233.0,0,0.00583,0,TN
13748,0.014960329,84,0,33.0,0,15,0,0,0,0,0,0.0,1,0.00745,0,TN
13751,0.9526827959999999,39,1,0.317511686,2780,6,0,0,0,1,0,1390.0,0,0.19734,0,TN
13755,0.053320614,47,0,0.003310117,14500,4,0,0,0,2,0,4833.333333333333,0,0.006529999999999999,0,TN
13761,0.0035555179999999997,71,0,0.24415117,5000,12,0,1,0,0,0,5000.0,0,0.0064,0,TN
13771,0.219939338,78,0,0.8445001790000001,2790,17,0,3,0,1,0,1395.0,0,0.04096,0,TN
13773,0.063154444,50,0,5589.0,0,9,0,3,0,2,0,0.0,0,0.01726,0,TN
13776,0.193523575,53,0,0.16260918,5380,3,0,0,0,5,0,896.6666666666665,0,0.01881,0,TN
13785,0.413603802,62,1,0.982003999,4500,13,0,2,0,1,0,2250.0,0,0.06815,0,TN
13787,0.33614616799999997,48,1,0.35952809399999996,5000,14,0,1,0,1,0,2500.0,0,0.08154,0,TN
13794,0.274699204,50,2,0.12637028,3283,7,1,0,0,0,1,3283.0,0,0.25362,0,FN
13802,0.164109082,53,0,0.416377745,6056,9,0,1,0,0,0,6056.0,0,0.0178,0,TN
13804,0.896269602,61,2,0.415224913,6068,14,0,1,0,0,0,6068.0,0,0.23211,0,TN
13805,0.1249847,56,0,0.621186644,4162,19,0,2,0,1,0,2081.0,0,0.0223,0,TN
13820,0.224960485,76,0,0.276552598,3944,5,0,1,0,0,0,3944.0,0,0.00815,0,TN
13821,0.044696217,52,0,1193.0,0,8,0,1,0,0,0,0.0,0,0.006999999999999999,0,TN
13822,0.2250107,38,0,0.384387284,14500,10,0,4,0,2,0,4833.333333333333,0,0.06688999999999999,0,TN
13823,0.13924077199999998,47,0,1349.0,0,5,0,1,0,0,0,0.0,0,0.00782,0,TN
13824,0.5695921070000001,46,0,0.258195165,7900,11,0,0,0,0,0,7900.0,0,0.0376,0,TN
13827,0.5574146839999999,51,0,0.406752412,1243,4,0,0,0,0,0,1243.0,0,0.04534,0,TN
13829,0.008272436999999999,84,0,0.179935841,3428,7,0,1,0,0,0,3428.0,1,0.00487,0,TN
13836,0.021163189,64,0,0.58809599,6333,13,0,1,0,3,0,1583.25,0,0.0122,0,TN
13848,1.018497688,61,2,0.354112694,6175,5,3,1,0,0,1,6175.0,0,0.53128,1,TP
13857,0.662225183,57,0,520.0,0,9,0,0,0,0,0,0.0,0,0.052620000000000014,0,TN
13873,0.01053703,64,0,0.08652972199999999,5500,6,0,0,0,1,0,2750.0,0,0.00406,0,TN
13878,0.698441797,26,0,0.226073047,3750,8,0,0,0,1,0,1875.0,0,0.08822999999999999,0,TN
13884,0.02510316,59,0,76.0,0,12,0,0,0,0,0,0.0,0,0.00784,0,TN
13886,0.071878125,61,0,227.0,0,10,0,0,0,0,0,0.0,0,0.007109999999999998,0,TN
13893,0.44454278399999997,69,0,0.389847338,8056,10,0,1,0,0,0,8056.0,0,0.01983,0,TN
13900,0.45884033399999996,49,0,0.631065594,4100,14,0,2,0,0,0,4100.0,0,0.06645,0,TN
13904,0.258235085,71,0,0.868867705,4300,20,0,2,0,0,0,4300.0,0,0.02935,0,TN
13907,0.0,53,0,0.380455573,5750,7,0,2,0,2,0,1916.666666666667,0,0.01684,0,TN
13909,0.046769725,62,0,0.320579111,2900,10,0,1,0,1,0,1450.0,0,0.0136,0,TN
13910,0.137952585,53,0,816.0,0,9,0,0,0,0,0,0.0,0,0.01034,0,TN
13912,0.02086135,70,1,0.421915617,5000,13,0,1,0,1,0,2500.0,0,0.02899,0,TN
13916,0.265684383,40,0,0.326010707,5416,14,0,0,0,0,0,5416.0,0,0.03097,0,TN
13917,0.035980077,74,0,0.09736428,5083,11,0,0,0,0,0,5083.0,0,0.00402,0,TN
13919,0.497505969,33,0,0.23701221,4176,16,0,0,0,0,1,4176.0,0,0.07416,0,FN
13926,0.026062242000000003,67,0,5970.0,0,15,0,2,0,0,0,0.0,0,0.01149,0,TN
13927,0.34180956,33,0,717.0,0,12,0,1,0,0,0,0.0,0,0.04044,0,TN
13932,0.85609745,46,0,0.365970722,12500,5,0,1,0,2,0,4166.666666666667,0,0.03845,0,TN
13935,0.4259613920000001,46,0,0.808487003,4500,12,0,1,0,2,0,1500.0,0,0.05745,0,TN
13938,0.8273459670000001,83,0,0.691762952,5365,28,0,1,0,0,0,5365.0,1,0.08018,0,TN
13948,0.605439456,44,0,0.079150579,6215,3,0,0,0,0,0,6215.0,0,0.03551,0,TN
13959,0.108741684,62,0,0.060386790999999995,7600,12,0,0,0,0,1,7600.0,0,0.01079,0,FN
13968,0.13629792699999999,89,0,476.0,0,18,0,0,0,0,0,0.0,1,0.007809999999999998,0,TN
13975,1.03379662,60,1,2.646128226,1200,5,1,3,2,2,1,400.0,0,0.49266,0,FN
13986,0.060043045,41,0,0.5662347010000001,8333,10,0,1,0,1,0,4166.5,0,0.01263,0,TN
13987,0.0,43,0,0.228295284,6000,9,0,2,0,0,0,6000.0,0,0.01278,0,TN
13991,0.000451358,66,0,0.000114155,8759,6,0,0,0,0,0,8759.0,0,0.00514,0,TN
13994,0.010477299,67,0,181.0,0,5,0,0,0,0,0,0.0,0,0.0043100000000000005,0,TN
13999,0.9999998999999999,42,1,914.0,0,1,2,1,0,0,1,0.0,0,0.50632,1,TP
14001,0.019254986,63,0,0.306398417,6063,7,0,2,0,2,0,2021.0,0,0.008579999999999999,0,TN
14002,0.000239433,58,0,0.000441209,4532,13,0,0,0,0,0,4532.0,0,0.0127,0,TN
14005,0.783216783,23,0,0.028014616000000003,820,2,0,0,0,0,0,820.0,0,0.07877,0,TN
14007,0.035886503,34,0,21.0,0,4,0,0,0,3,0,0.0,0,0.01903,0,TN
14020,0.00637664,66,0,0.08552357099999999,7190,9,0,0,0,0,0,7190.0,0,0.00504,0,TN
14022,0.00027827,71,2,0.0,10500,10,0,0,0,0,0,10500.0,0,0.09374,0,TN
14033,0.0,74,0,728.0,0,5,0,0,0,0,0,0.0,0,0.00409,0,TN
14036,0.0,65,0,0.0,2166,2,0,0,0,0,0,2166.0,0,0.00808,0,TN
14037,0.06170387,64,0,0.033991502,4000,7,0,0,0,2,0,1333.3333333333333,0,0.00857,0,TN
14040,0.057161838,68,0,1646.0,0,3,0,1,0,0,0,0.0,0,0.0036,0,TN
14052,0.0,53,0,1233.0,0,7,0,1,0,1,0,0.0,0,0.006999999999999999,0,TN
14069,0.10180613699999999,42,0,0.075331839,5800,3,0,0,0,2,0,1933.333333333333,0,0.01236,0,TN
14075,0.997200187,29,0,0.789802549,4000,5,0,2,0,0,0,4000.0,0,0.07184,0,TN
14076,0.81207517,56,4,0.018283582,5359,8,0,0,0,0,0,5359.0,0,0.35175,0,TN
14077,0.026057191,54,0,912.0,0,6,0,1,0,0,0,0.0,0,0.0073700000000000015,0,TN
14078,0.526815093,69,3,1.468940317,1641,12,0,1,0,0,0,1641.0,0,0.17640999999999998,0,TN
14088,0.440495081,61,0,0.550336826,5343,7,0,2,0,0,0,5343.0,0,0.02331,0,TN
14095,0.733729851,46,0,0.25557869699999997,3360,5,0,0,0,1,0,1680.0,0,0.07313,0,TN
14102,0.97482358,72,0,0.49212696799999994,4000,12,0,0,0,1,0,2000.0,0,0.06144,0,TN
14103,0.23938183100000002,43,0,0.715484805,3454,10,0,2,0,0,0,3454.0,0,0.02905,0,TN
14107,0.9999998999999999,63,0,0.46538261299999995,1920,1,0,1,0,0,0,1920.0,0,0.04927,0,TN
14109,0.0,47,0,0.8577346090000001,7000,10,0,5,0,0,0,7000.0,0,0.06175,0,TN
14110,0.052145045999999994,54,0,0.480418894,9166,15,0,1,0,0,0,9166.0,0,0.01319,0,TN
14112,0.9999998999999999,30,0,593.0,0,4,0,0,1,3,0,0.0,0,0.25751,0,TN
14116,0.246551092,43,0,0.349821961,10390,8,0,1,0,3,0,2597.5,0,0.0113,0,TN
14119,0.095361616,60,0,0.248386229,7435,12,0,1,0,0,0,7435.0,0,0.00358,0,TN
14125,0.9999998999999999,78,0,0.9683313029999999,2462,3,0,2,0,0,0,2462.0,0,0.02655,0,TN
14127,0.789883544,53,1,0.434556544,10000,13,0,2,1,0,0,10000.0,0,0.30067,0,TN
14135,0.104312129,67,0,92.0,0,2,0,0,0,0,0,0.0,0,0.00229,0,TN
14136,0.8598928020000001,61,1,0.24857747800000002,15113,6,0,1,0,2,0,5037.666666666667,0,0.10269,0,TN
14139,0.0,51,0,0.11446013,2620,2,0,0,0,5,0,436.66666666666674,0,0.01233,0,TN
14145,0.093460415,59,1,0.39680071100000003,4500,12,0,1,0,0,1,4500.0,0,0.034210000000000004,0,FN
14153,0.014389333999999997,49,0,0.46112345299999996,3150,8,0,1,0,2,0,1050.0,0,0.01124,0,TN
14161,0.01793805,72,0,0.00879824,5000,6,0,0,0,0,0,5000.0,0,0.00337,0,TN
14169,0.002450003,40,3,0.36506159,6250,16,1,2,1,0,1,6250.0,0,0.34269,0,FN
14171,0.010210013,64,0,0.205678418,13700,15,0,3,0,1,0,6850.0,0,0.02262,0,TN
14173,0.5438460270000001,54,0,0.445106954,13416,10,0,2,0,1,0,6708.0,0,0.03778,0,TN
14177,0.01377742,42,0,0.324329065,5700,9,0,1,0,0,0,5700.0,0,0.00877,0,TN
14184,0.001210114,71,0,20.0,0,5,0,0,0,0,0,0.0,0,0.00409,0,TN
14202,0.062513871,36,0,2068.0,0,7,0,2,0,7,0,0.0,0,0.00731,0,TN
14221,0.087308378,55,0,0.299487359,17165,19,0,2,0,1,0,8582.5,0,0.00977,0,TN
14225,1.2858312859999999,40,1,1706.0,0,4,0,1,1,2,0,0.0,0,0.46555,0,TN
14228,0.257202257,31,0,0.344845495,3850,4,0,1,0,0,0,3850.0,0,0.01151,0,TN
14230,0.003928431,34,0,3.0,0,4,0,0,0,3,0,0.0,0,0.01903,0,TN
14232,0.016717091,52,0,0.20629895,6000,5,0,1,0,0,0,6000.0,0,0.01055,0,TN
14236,0.3661645670000001,53,0,0.369908016,4565,9,0,0,0,0,0,4565.0,0,0.03433,0,TN
14240,1.07846077,49,0,352.0,0,2,3,0,0,0,1,0.0,0,0.47684,0,FN
14247,0.0,51,0,0.294825024,7400,17,0,2,0,1,0,3700.0,0,0.02031,0,TN
14250,0.9999998999999999,53,0,0.465451338,3400,2,0,1,1,1,0,1700.0,0,0.25751,0,TN
14262,0.021387242,43,1,0.230089662,7583,11,0,1,0,4,0,1516.6,0,0.054570000000000014,0,TN
14265,0.34846515299999997,48,0,3268.0,0,9,0,2,0,0,0,0.0,0,0.01387,0,TN
14270,0.32807187600000004,55,0,0.348206474,8000,7,0,1,1,2,0,2666.6666666666665,0,0.14237,0,TN
14271,0.061849864000000004,57,0,0.151207116,18100,6,0,1,0,0,0,18100.0,0,0.00411,0,TN
14273,0.932510545,38,0,0.336598506,8166,8,0,1,0,1,0,4083.0,0,0.05059,0,TN
14283,0.157352175,65,0,4518.0,0,13,0,2,0,1,0,0.0,0,0.008020000000000001,0,TN
14289,0.423257674,51,0,0.32873425300000003,5000,4,0,1,0,0,0,5000.0,0,0.02643,0,TN
14317,0.898065865,57,0,0.14827995300000002,3371,3,0,0,0,0,0,3371.0,0,0.04162,0,TN
14319,0.574991178,61,0,0.425242131,3303,5,0,1,0,0,0,3303.0,0,0.02935,0,TN
14345,0.949338529,47,2,0.472171699,2748,9,0,1,0,2,0,916.0,0,0.25992,0,TN
14347,0.630594517,73,0,0.516283853,11667,18,0,1,0,0,0,11667.0,0,0.03193,0,TN
14356,0.9389676220000001,64,1,0.497233518,15000,6,0,2,0,3,0,3750.0,0,0.11113,0,TN
14363,0.06411743,49,0,0.316032962,6916,23,0,0,0,2,0,2305.333333333333,0,0.01489,0,TN
14377,0.678309559,58,3,0.34046091700000003,4208,12,0,0,1,0,0,4208.0,0,0.2964,0,TN
14379,0.310904735,52,1,0.729590744,4666,15,0,2,0,0,0,4666.0,0,0.09117,0,TN
14381,0.266598873,40,0,5.973377704,600,4,0,2,0,2,0,200.0,0,0.01745,0,TN
14383,0.611241981,52,0,0.6832419040000001,5650,19,0,1,0,0,0,5650.0,0,0.10419,0,TN
14386,0.6293973429999999,40,0,0.46786952299999995,11250,12,0,1,0,2,0,3750.0,0,0.06697,0,TN
14396,0.002466626,55,0,0.946301057,3500,15,0,2,0,2,0,1166.6666666666667,0,0.01916,0,TN
14401,0.038074528999999996,62,0,0.255685178,18600,14,0,2,0,0,0,18600.0,0,0.00368,0,TN
14403,0.781891656,27,0,0.233180222,3700,9,0,0,0,0,0,3700.0,0,0.09236,0,TN
14404,0.603198401,26,0,0.023984011,1500,1,0,0,0,0,0,1500.0,0,0.07611,0,TN
14406,0.381840292,29,0,0.25121634800000003,6165,6,0,1,0,1,0,3082.5,0,0.01427,0,TN
14407,0.526473526,23,0,0.004998334,3000,2,0,0,0,0,0,3000.0,0,0.071,0,TN
14408,0.205287676,61,0,0.365565175,8200,8,0,2,0,1,0,4100.0,0,0.00941,0,TN
14409,0.176476422,39,0,2442.0,0,10,0,2,0,1,0,0.0,0,0.02392,0,TN
14411,0.671290875,31,0,763.0,0,8,0,0,0,0,0,0.0,0,0.06437999999999999,0,TN
14412,0.22958469399999998,47,0,0.288451925,6000,3,0,1,0,1,0,3000.0,0,0.00855,0,TN
14416,0.015254268,85,0,24.0,0,3,0,0,0,0,0,0.0,1,0.00306,0,TN
14421,0.14831144,63,0,0.412797156,4500,5,0,1,0,0,0,4500.0,0,0.0075200000000000015,0,TN
14423,0.056839564,60,0,0.25839539100000003,7116,17,0,1,0,1,0,3558.0,0,0.01085,0,TN
14426,0.419503833,43,0,0.353301804,5708,7,0,1,0,5,0,951.3333333333336,0,0.03762,0,TN
14432,0.155425927,56,0,0.226142798,14481,8,0,2,0,1,0,7240.5,0,0.00676,0,TN
14433,0.054838051,85,0,61.0,0,5,0,0,0,0,0,0.0,1,0.00449,0,TN
14442,0.0,77,0,0.0,0,3,0,0,0,0,0,0.0,0,0.00384,0,TN
14450,0.0012498960000000001,50,0,2156.0,0,5,0,1,0,0,0,0.0,0,0.00541,0,TN
14453,0.559215406,61,0,0.548273432,5675,11,1,1,0,1,0,2837.5,0,0.27923000000000003,0,TN
14454,0.711680979,72,0,0.089955022,2000,3,0,0,0,0,0,2000.0,0,0.03377,0,TN
14458,0.327771534,62,0,0.575823224,4615,7,0,2,0,0,0,4615.0,0,0.02394,0,TN
14463,0.045957275,72,0,27.0,0,5,0,0,0,0,0,0.0,0,0.00336,0,TN
14472,0.00019259,62,0,1188.0,0,8,0,2,0,1,0,0.0,0,0.00951,0,TN
14477,0.128474861,50,0,0.041392812,7150,13,0,1,0,2,0,2383.333333333333,0,0.02584,0,TN
14479,0.3556302,44,0,0.774671357,5400,10,0,2,0,0,0,5400.0,0,0.051210000000000006,0,TN
14481,0.147904341,46,0,731.0,0,9,0,0,0,0,0,0.0,0,0.01391,0,TN
14484,0.03787764,43,0,0.644441929,8833,8,0,3,0,3,0,2208.25,0,0.01874,0,TN
14489,0.073094868,26,0,0.003737542,2407,3,0,0,0,0,0,2407.0,0,0.0396,0,TN
14493,0.156642168,46,0,0.043666667,14999,8,0,1,0,3,0,3749.75,0,0.01784,0,TN
14494,0.24454626699999998,33,0,0.61473306,3895,6,0,1,0,0,0,3895.0,0,0.01421,0,TN
14505,0.065362714,79,0,220.0,0,5,0,0,0,0,0,0.0,0,0.00385,0,TN
14509,0.100651613,45,0,1736.0,0,4,0,1,0,0,0,0.0,0,0.00486,0,TN
14516,0.302935665,24,1,1374.0,0,5,0,1,1,0,1,0.0,0,0.19503,0,FN
14521,0.154976808,58,0,0.47110525200000003,4550,10,0,1,0,1,0,2275.0,0,0.01475,0,TN
14525,0.010297434,33,0,0.02994012,4675,3,1,0,0,0,0,4675.0,0,0.16902,0,TN
14528,0.354876728,39,0,0.333666619,7000,10,0,1,0,2,0,2333.333333333333,0,0.03083,0,TN
14529,0.092313986,70,0,0.14295082,9149,9,0,1,0,0,0,9149.0,0,0.00399,0,TN
14538,0.295483787,51,0,0.3934631320000001,12788,13,0,4,0,1,0,6394.0,0,0.07019,0,TN
14547,0.08999788199999999,53,0,113.0,0,6,0,0,0,0,0,0.0,0,0.00972,0,TN
14550,0.388914682,55,1,0.5639078710000001,3950,7,0,1,0,0,1,3950.0,0,0.09037,0,FN
14554,0.083338308,45,0,0.654385393,3066,9,0,2,0,2,0,1022.0,0,0.01403,0,TN
14555,0.110485355,60,0,209.0,0,6,0,0,0,0,0,0.0,0,0.00603,0,TN
14557,0.9999998999999999,26,0,640.0,0,3,1,0,0,0,0,0.0,0,0.32764,0,TN
14560,0.19544592,34,0,0.25793551600000003,4000,11,0,0,0,1,0,2000.0,0,0.02364,0,TN
14562,0.569407604,62,0,0.680841048,6372,14,0,2,0,0,0,6372.0,0,0.05686,0,TN
14567,0.558865641,58,2,0.375937467,9466,17,0,1,1,1,0,4733.0,0,0.27971,0,TN
14572,0.04357791,51,0,40.0,0,4,0,0,0,0,0,0.0,0,0.00986,0,TN
14578,0.082657483,30,0,460.0,0,9,0,0,0,0,0,0.0,0,0.02115,0,TN
14582,0.9999998999999999,29,0,0.231547017,2966,4,0,0,0,0,0,2966.0,0,0.09068,0,TN
14586,0.128413135,46,0,0.489364023,9166,10,0,1,0,0,0,9166.0,0,0.01549,0,TN
14605,0.0,55,1,1055.0,0,6,0,1,0,0,0,0.0,0,0.02591,0,TN
14608,0.08535807,45,0,0.379329152,3666,7,0,2,0,2,0,1222.0,0,0.01351,0,TN
14610,0.346955101,46,0,1982.5,1,4,0,1,0,2,0,0.3333333333333333,0,0.01426,0,TN
14615,0.624375624,65,2,0.202109939,1800,3,0,0,0,0,0,1800.0,0,0.20301,0,TN
14618,0.032261677,28,0,177.0,0,16,0,0,0,0,0,0.0,0,0.04245,0,TN
14624,0.01123437,47,0,6718.0,0,14,0,4,0,0,0,0.0,0,0.0268,0,TN
14627,0.428698094,28,0,0.278785635,2700,7,0,0,0,0,0,2700.0,0,0.0337,0,TN
14628,0.47605901700000003,61,0,0.312009761,17210,9,0,1,0,0,0,17210.0,0,0.01202,0,TN
14629,0.0,46,0,0.299833426,1800,7,0,0,0,0,0,1800.0,0,0.00923,0,TN
14630,0.9999998999999999,66,0,0.584548892,1850,7,0,0,0,0,0,1850.0,0,0.03895,0,TN
14635,0.42348347799999997,30,0,710.5,1,8,0,2,0,2,0,0.3333333333333333,0,0.0354,0,TN
14642,0.085776935,57,0,2.186511241,1200,11,0,1,0,0,0,1200.0,0,0.016380000000000002,0,TN
14659,0.00290481,79,0,0.065393461,10000,9,0,1,0,0,0,10000.0,0,0.00506,0,TN
14662,0.6350991420000001,63,1,3458.0,0,7,0,2,0,0,0,0.0,0,0.10076,0,TN
14673,0.03169683,59,0,0.001999556,4500,2,0,0,0,0,0,4500.0,0,0.00869,0,TN
14676,1.247375628,35,2,0.7932592079999999,2877,5,1,2,2,0,1,2877.0,0,0.61468,1,TP
14680,0.0,28,0,0.627798022,1920,7,0,0,0,0,0,1920.0,0,0.0256,0,TN
14684,0.9999998999999999,28,2,0.270331667,2200,7,1,0,0,0,1,2200.0,0,0.54265,1,TP
14692,0.00040171,73,0,0.0,2688,6,0,0,0,0,0,2688.0,0,0.00471,0,TN
14699,0.9999998999999999,62,1,1287.0,0,4,0,1,0,0,0,0.0,0,0.17565,0,TN
14700,0.046862170999999994,58,0,0.033915725,1945,7,0,0,0,1,0,972.5,0,0.00587,0,TN
14703,0.807669066,48,3,6446.0,0,17,0,2,0,2,0,0.0,0,0.26026,0,TN
14710,0.281594088,37,0,2221.0,0,11,0,1,0,3,0,0.0,0,0.01584,0,TN
14714,0.407581885,34,0,0.21110646,7166,6,0,0,0,0,0,7166.0,0,0.02197,0,TN
14716,0.742032958,45,1,0.307668805,6545,7,0,1,3,2,0,2181.6666666666665,0,0.3497,0,TN
14717,0.06341549,73,0,0.09422644300000001,4000,5,0,0,0,1,0,2000.0,0,0.00413,0,TN
14725,0.079269845,32,0,0.365817681,10168,10,0,2,0,0,0,10168.0,0,0.02832,0,TN
14727,0.322655795,76,0,0.024487756,2000,5,0,0,0,0,0,2000.0,0,0.0157,0,TN
14728,0.20094007100000005,56,2,0.113734835,4615,4,0,0,0,0,1,4615.0,0,0.11993,0,FN
14733,0.02461504,68,0,0.22860140899999998,6670,20,0,2,0,0,0,6670.0,0,0.01356,0,TN
14747,0.006874761,81,0,720.0,0,6,0,1,0,0,0,0.0,1,0.00265,0,TN
14749,0.178055168,68,0,1.35474661,1400,8,0,3,0,0,0,1400.0,0,0.01656,0,TN
14750,0.018638371,89,0,20.0,0,5,0,0,0,0,0,0.0,1,0.0033,0,TN
14759,0.039140414,43,0,0.012426796,7000,4,0,0,0,3,0,1750.0,0,0.01003,0,TN
14769,0.60745237,47,1,0.607656669,4100,5,0,2,0,2,0,1366.6666666666667,0,0.1116,0,TN
14771,0.6903154840000001,46,0,0.492218764,6746,5,0,3,0,2,0,2248.6666666666665,0,0.06681000000000001,0,TN
14772,0.016120724,71,1,0.477321814,8333,15,0,2,0,0,0,8333.0,0,0.02308,0,TN
14774,0.867020366,50,1,1.030346305,2800,21,0,1,0,2,0,933.3333333333336,0,0.18361,0,TN
14777,0.352102994,32,0,0.24381778699999998,2304,3,0,0,0,0,0,2304.0,0,0.02314,0,TN
14786,0.005222397,68,0,1724.0,0,4,0,1,0,0,0,0.0,0,0.00241,0,TN
14790,0.160268671,50,0,1.861942761,16666,28,0,16,0,3,0,4166.5,0,0.12133,0,TN
14794,0.005458396,50,0,0.312585927,8000,9,0,2,0,1,0,4000.0,0,0.01135,0,TN
14799,0.282495667,35,0,0.038725796,1600,3,0,0,0,0,0,1600.0,0,0.01807,0,TN
14805,0.37763749700000004,31,1,1.378232387,8700,13,0,6,4,2,1,2900.0,0,0.20325,0,FN
14809,0.7656332109999999,48,2,0.32818575699999997,9000,15,1,1,1,2,0,3000.0,0,0.50149,1,FP
14819,0.135270263,64,0,0.14557088599999998,5000,8,0,1,0,0,0,5000.0,0,0.00831,0,TN
14821,0.04373221,50,0,0.614005535,8310,7,0,1,0,0,0,8310.0,0,0.00826,0,TN
14822,0.039235626,43,0,183.0,0,6,0,0,0,0,0,0.0,0,0.01132,0,TN
14841,0.016306838,53,0,24.0,0,7,0,0,0,0,0,0.0,0,0.00997,0,TN
14850,0.22048690899999998,46,0,0.919328041,5416,10,0,4,0,0,0,5416.0,0,0.07177,0,TN
14860,0.047440678,61,0,119.0,0,4,0,0,0,0,0,0.0,0,0.004529999999999999,0,TN
14875,0.9999998999999999,71,0,0.0,0,3,0,0,0,0,0,0.0,0,0.02341,0,TN
14879,0.010577376999999999,51,0,847.0,0,11,0,1,0,0,0,0.0,0,0.00974,0,TN
14896,0.726629052,34,1,0.328459289,6496,7,0,1,0,3,0,1624.0,0,0.14551,0,TN
14897,0.013806873,58,0,1603.5,1,12,0,1,0,0,0,1.0,0,0.00713,0,TN
14899,0.814226925,45,2,0.251772405,5500,4,3,0,3,3,1,1375.0,0,0.55586,1,TP
14900,0.9999998999999999,45,0,2049.0,0,4,1,1,1,0,0,0.0,0,0.4218,0,TN
14913,0.394480276,60,0,0.570791909,5833,7,0,1,0,0,0,5833.0,0,0.02037,0,TN
14917,0.028052585,34,0,0.165074428,4500,11,0,1,0,1,0,2250.0,0,0.02146,0,TN
14919,0.024602394,82,0,0.015022861,1530,5,0,0,0,0,0,1530.0,1,0.00402,0,TN
14921,0.521339361,57,1,0.672661871,1389,7,1,0,0,0,1,1389.0,0,0.23621,0,FN
14922,0.245564941,55,0,0.291529781,7000,13,0,2,0,0,0,7000.0,0,0.02445,0,TN
14926,0.082145893,41,0,0.274685126,10400,6,0,1,0,2,0,3466.666666666666,0,0.007890000000000001,0,TN
14931,0.919180137,28,3,0.34027397299999995,5474,10,0,1,0,0,0,5474.0,0,0.26429,0,TN
14932,0.664887483,45,0,0.7986501690000001,8000,10,0,4,0,2,0,2666.6666666666665,0,0.08466,0,TN
14933,0.90127539,36,5,0.814037627,2763,9,0,1,1,3,0,690.75,0,0.37812,0,TN
14945,0.9999998999999999,60,0,0.0,0,1,0,0,0,0,0,0.0,0,0.06333,0,TN
14950,0.06461610400000001,74,0,1712.0,0,13,0,1,0,0,0,0.0,0,0.00421,0,TN
